	title	brand	price
203	Laptop Asus Vivobook S15 S530UA-BQ277T Core i5-8250U/ Win10 (15.6 inch FHD IPS) - Hàng Chính Hãng	Asus	15950000
204	Laptop Asus Vivobook S14 S430UA-EB097T Core i7-8550U/ Win10 (14 inch FHD IPS) - Hàng Chính Hãng	Asus	18879000
205	Laptop ASUS VivoBook 14 X441UA-WX427T Core i3-6006U/ Win10 (14	Asus	9229000
206	Microsoft Surface Pro 2018 - Core i5-8250U/8G/128GB - Hàng Chính Hãng	Microsoft	22190000
207	Laptop Asus ROG Strix G G531-UAL214T Core i7-9750H/ GTX 1660Ti 4GB/ Win10 (15.6 FHD IPS 120Hz) - Hàng Chính Hãng	Asus	32890000
208	Laptop Asus ASUSPRO B9440UA-GV0512T Core i7-8550U/ Win10 (14	Asus	23499000
209	Dell Inspiron 5570ST  I7 8550U 8GB - 1TB - 128GB SSD 15.6	Dell	18990000
210	Laptop Dell Vostro 5370 (7M6D51) Core i5-8250U / Windows 10 + Office365 (13.3 inch FHD) - Hàng Chính Hãng	Dell	18650000
211	Dell XPS 15 9570 70158746 Silver Core i7-8750H 16GB 512GB SSD Nvidia GTX 1050Ti 4GB 15.6	Dell	44990000
212	Laptop Dell Inspiron 3580 70186847 S1 I5-8265U 8GB 128SS 1TB HDD 2GB 15.6inch FHD W10 - Silver - Hàng Chính Hãng 	Dell	16300000
213	Laptop Dell Inspiron 3493 : i3-1005G1 | 4GB RAM | 1TB HDD | UHD Graphics 630 | 14.0 HD | Win10 | Black- Hàng nhập khẩu	Dell	10590000
214	Laptop Asus Vivobook 15 X505BA-BR312T AMD A9-9425/ Win10 (15	Asus	8390000
215	Lenovo Ideapad Gaming L340 15IRH (81LK007HVN) | Core i5 _9300H _8GB _1TB _GTX1050 with 3GB GDDR5 _Full HD IPS / Hàng Chính Hãng	Lenovo	15950000
216	Microsoft Surface Pro 2018 - Core i7-8650U/8G/256GB (KJU-00016) - Hàng Chính Hãng	Microsoft	34990000
217	Laptop Dell Inspiron 3480 N4I5107WS i5-8265U 8GB 256GB 14	Dell	13990000
218	Laptop HP Pavilion 14-ce0024TU 4ME97PA Core i5-8250U/Win10 (14 inch) - Vàng - Hàng Chính Hãng	HP	13649000
219	Laptop Asus Zenbook UX433FA-A6076T Core i7-8565U/Win10 (14	Asus	24850000
220	Laptop Asus Vivobook 14 A412FJ-EK149T Core i5-8265U/MX230 2GB/Win10 (14 FHD) - Hàng Chính Hãng	Asus	16739000
221	Laptop Asus Zenbook 15 UX533FD-A9091T Core i5-8265U/ Win10 (15.6 FHD) - Hàng Chính Hãng	Asus	24149000
222	Laptop Asus Zenbook 13 UX333FA-A4184T Core i5-8265U/Win10/Numpad (13.3 FHD) - Hàng Chính Hãng	Asus	20979000
223	Laptop Dell Alienware 15R4-7736SLV Core i7-8750H/GTX 1060 6G/ Win 10/15.6	ALIENWARE	46990000
224	Laptop Asus Zenbook UX534FT-A9047T Core i5-8265U/ GTX1650 4GB/ Win 10 + Office 365(15.6 FHD IPS) - Hàng Chính Hãng	Asus	27159000
225	Apple Macbook Pro Touch Bar 2019 - 15 inchs (i9/ 16GB/ 512GB) - Hàng Nhập Khẩu Chính Hãng	Apple	67269000
226	Laptop Asus VivoBook X507MA-BR072T - Celeron N4000/ Win10 (15.6	Asus	6289000
227	Laptop Asus Vivobook S15 S530UN-BQ264T Core i5-8250U/ Win10 ( 15.6 inch FHD IPS) - Hàng Chính Hãng	Asus	16235000
228	Laptop Lenovo ThinkPad T490s 20NXS00000 Core i5-8265U/ Dos (14 FHD IPS) - Hàng Chính Hãng	 Lenovo	28139000
229	Laptop Asus Vivobook 15 X505ZA-EJ493T AMD R3-2200U/ Win10 (15.6	Asus	9599000
230	Laptop Asus ZenBook UX370UA-C4217TS Core i7-8550U / Win 10 13.3 inch - Hàng Chính Hãng	Asus	30439000
231	Laptop Gaming MSI GF63 Thin 9SC-070VN Core i7-9750H/GTX 1650 4GB/Win10 (15.6 FHD IPS) - Hàng Chính Hãng	MSI	25219000
232	Laptop Lenovo Ideapad 130-15IKB 81H7007JVN Core i5-8250U/ Dos (15.6	 Lenovo	9689000
233	Laptop Dell Vostro 5481 V4I5229W Core i5-8265U/ Win10 + Office365 (14.0	Dell	15999000
234	Laptop Dell Vostro 3478 70160119 Core i5-8250U/Dos (14	Dell	12990000
235	Laptop Asus Vivobook A512FL-EJ164T Core i5-8265U/ MX250 2GB/ Win10 (15.6 FHD) - Hàng Chính Hãng	Asus	17289000
236	Laptop Gaming MSI GL73 8RC-230VN Core i7-8750H/ Win10 (17.3 inch) - Black - Hàng Chính Hãng	MSI	24000000
237	Laptop HP Envy 13-aq0032TX 6ZF26PA Core i7-8565U/ MX250 2GB/ Win10 (13.3 FHD IPS) - Hàng Chính Hãng	HP	26899000
238	Laptop Lenovo Ideapad 330-14IKB 81G2000NVN Core i3-7020U/ Win10 (14	Lenovo	8045000
239	Laptop Asus Zenbook 13 UX333FA-A4016T Core i5-8265U/Win10 (13.3	Asus	20009000
240	Laptop Asus Vivobook S15 S530UN-BQ198T Core i7-8550U/Win10 (15.6 inch) (Gold) - Hàng Chính Hãng	Asus	19309000
241	Laptop LG Gram 2018 15Z980-G AH55A5 Core i5-8250U/ Win10 (15.6 inches) – Silver – Hàng Chính Hãng	LG	33990000
242	Laptop Asus Vivobook S13 S330UN-EY008T Core i5-8250U/ Win10 (13.3 inch FHD IPS) - Hàng Chính Hãng	Asus	18299000
243	Laptop Lenovo Legion Y540-15IRH 81SY0036VN Core i7-9750H/ GTX 1650 4GB/ Dos (15.6 FHD IPS) - Hàng Chính Hãng	Lenovo	24209000
244	Laptop HP Pavilion 15-cs2059TX 6YZ07PA Core i7-8565U/ MX250 2GB/ Win10 (15.6 FHD) - Hàng Chính Hãng	HP	20000000
245	Laptop Dell Inspiron 15 5570 244YV1 Core i5-8250U/Win10 (15.6 inch) - Hàng Chính Hãng (Silver)	Dell	16059000
246	Laptop Acer Predator Helios 300 PH315-51-7533 NH.Q3FSV.002 Core i7-8750H/Free Dos (15.6 inch) - Black - Hàng Chính Hãng	Acer	24990000
247	Laptop HP Pavilion Gaming 15-cx0179TX 5EF42PA Core i5-8300H/Win10 (15.6	HP	22979000
248	Laptop Asus VivoBook Flip 14 TP410UF-EC029T Core i5-8250U/Win10 (14 inch) - Grey - Hàng Chính Hãng	Asus	14999000
249	Laptop Asus Vivobook X507UA-EJ483T Core i5-8250U/Win10 (15.6 inch) (Gold) - Hàng Chính Hãng	Asus	11799000
250	Laptop Asus TUF Gaming FX505DY-AL060T ADM R5-3550H/ RX 560X 4GB/ Win10 (15.6 FHD IPS 120Hz) - Hàng Chính Hãng	Asus	17389000
251	Laptop Asus TUF Gaming FX505DT-AL003T AMD R7-3750H/ GTX 1650 4GB/ Win10 (15.6	Asus	21899000
252	Laptop Asus F560UD-BQ400T Core i5-8250U/ Win10/ GTX 1050 (15.6 FHD) - Hàng Chính Hãng	Asus	17200000
253	Laptop Dell Inspiron 3567 N3567S Core i3-7020U/Dos (15.6	Dell	9679000
254	Laptop Asus Vivobook 15 A510UA-BR873T Core i3-7100U/Win10 (15.6 inch) - Gold - Hàng Chính Hãng	Asus	9919000
255	Laptop Lenovo ThinkPad E490 20N8S0CJ00 Core i5-8265U/ Dos (14 HD) - Hàng Chính Hãng	 Lenovo	15509000
256	Laptop Asus Vivobook 15 A512FA-EJ117T 15.6	Asus	10949000
257	Laptop Dell Vostro 5481 (70175946): Core i7-8565U / Windows 10 + Office365 (14.0	Dell	23990000
258	Laptop Gaming MSI GF63 Thin 9SC-071VN Core i5-9300H/GTX 1650 4GB/ Win10 (15.6 FHD IPS) - Hàng Chính Hãng	MSI	21929000
259	Laptop Dell Vostro 3490 70196712 Core i3-10110U/ Win10 (14 HD) - Hàng Chính Hãng	Dell	11619000
260	Laptop Dell Inspiron 3481 030CX1 Core i3-7020U/ Win10 (14 HD) - Hàng Chính Hãng	Dell	10599000
261	Laptop Dell Vostro 3490 70196714 Core i5-10210U/ Win10 (14 HD) - Hàng Chính Hãng	Dell	13669000
262	Apple Macbook Pro Touch Bar 2019 - 15 inchs (i9/ 16GB/ 512GB) - Hàng Chính Hãng	Apple	68300000
263	Laptop Dell Inspiron 3580 70194511 Core i5-8265U/ AMD Radeon 520 2GB/ Win10 (15.6 FHD) - Hàng Chính Hãng	Dell	14179000
264	Laptop Dell Inspiron 3580 N3580A Core i3-8145U/ Win10 (15.6 FHD) - Hàng Chính Hãng	Dell	11469000
265	Laptop Dell Vostro V3578 NGMPF1 Core i7-8550U/Free Dos (15.6 inch) - Black - Hàng Chính Hãng	Dell	17990000
266	Laptop Asus Vivobook S15 S530UA-BQ072T Core i3-8130U/Win10 (15.6	Asus	10769000
267	Laptop HP ProBook 450 G6 6FG93PA Intel Core i7-8565U / Nvidia MX130 2GB / FreeDos (15.6	HP	18150000
268	Laptop Asus P4103FA-EB226T Core i5-8265U/ Win10 + Office365 (14 FHD) - Hàng Chính Hãng	Asus	17329000
269	Laptop Acer Nitro 5 AN515-54-51X1 NH.Q5ASV.011 Core i5-9300H/ GTX 1050 3GB/ Win10 (15.6 FHD IPS) - Hàng Chính Hãng	Acer	19839000
270	Laptop Asus Vivobook S431FA-EB075T Core i5-8265U/ Win10 + Office 365 (14 FHD) - Blue - Hàng Chính Hãng	Asus	17329000
271	Laptop Asus Zenbook Flip 13 UX362FA-EL206T Core i7-8565U/Win10/Numpad (13.3 FHD IPS Touch) - Hàng Chính Hãng	Asus	27379000
272	Laptop Dell G5 Inspiron 5590 4F4Y42 Core i7-9750H/ RTX 2060 6GB/ Win10 (15.6	Dell	41129000
273	Laptop HP ProBook 450 G6 5YM71PA Core i3-8145U/ DOS (15.6 HD) - Hàng Chính Hãng	HP	12129000
274	Laptop HP Pavilion 15-CS2120TX 8AG58PA Core i5-8265U/ MX130 2GB/ Win10 (15.6 FHD) - Hàng Chính Hãng	HP	15779000
275	Laptop HP Pavilion Gaming 15-dk0231TX 8DS89PA Core i5-9300H/ GTX 1650 4GB/ Win10 (15.6 FHD IPS) - Hàng Chính Hãng	HP	21899000
276	Laptop Asus Vivobook X409FA-EK098T Core i3-8145U/ Win10 (14 FHD) - Hàng Chính Hãng	Asus	10529000
277	Laptop Dell Inspiron 5584 N5584Y Core i7-8565U/ MX130 4GB/ Win10 (15.6 FHD) - Hàng Chính Hãng	Dell	23029000
278	Laptop Asus Vivobook 15 X505BA-BR293T AMD A9-9425/ Win10 (15	Asus	8200000
279	Laptop HP Pavilion Gaming 15-dk0003TX 7HR34PA Core i7-9750H/ GTX 1660Ti 6GB/ Win10 (15.6 FHD IPS) - Hàng Chính Hãng	HP	31829000
280	Laptop Asus Vivobook X409FA-EK100T Core i5-8265U/ Win10 (14 FHD) - Hàng Chính Hãng	Asus	12089000
281	Laptop Dell Inspiron 5570 M5I5413 Core i5-8250U/ Radeon 530 2GB/ Dos (15.6 FHD) - Hàng Chính Hãng	Dell	17990000
282	Laptop Dell Inspiron 5491 C1JW81 Core i7-10510U/ MX230 2GB/ Win10 (14 FHDT IPS) - Hàng Chính Hãng	Dell	24259000
283	Laptop Asus Vivobook X509FJ-EJ153T Core i5-8265U/ MX230 2GB/ Win10 (15.6 FHD) - Hàng Chính Hãng	Asus	13869000
284	Laptop HP ProBook 430 G6 5YM98PA Core i5-8265U/ Win10 (13.3 HD) - Hàng Chính Hãng	HP	16019000
285	Laptop Acer Swift 1 SF114-32-C9FV NX.GXQSV.002 Celeron N4000/ Win10 (14 FHD IPS) - Hàng Chính Hãng	Acer	9539000
286	Laptop HP Elitebook x2 1013 G3 5DJ72PA Core i5-8250U/win10 (13.3	Asus	38399000
287	Laptop HP ProBook 430 G6 5YN00PA Core i5-8265U/ Dos (13.3	HP	15919000
288	 Laptop Dell Vostro 3578 V3578B Core i5-8250U/ Win10 (Black) - Hàng Chính Hãng	Dell	14629000
289	Laptop Acer Nitro 5 AN515-52-51LW NH.Q3LSV.002 Core i5-8300H/Free Dos (15.6 inch) - Black - Hàng Chính Hãng	Acer	21290000
290	Microsoft Surface Pro 2018 - Core i5-8250U/8G/256GB - Hàng Chính Hãng	Microsoft	23000000
291	Laptop ASUS VivoBook Flip 12 TP202NA-EH007T Celeron N3350/ Win10 (11.6	Asus	5149000
292	Laptop Lenovo ThinkPad Edge E580 20KS005NVA Core i5-8250U/Free Dos (15.6 inch) - Hàng Chính Hãng (Black)	Lenovo	15249000
293	Laptop Acer Nitro 5 AN515-51-51UM NH.Q2RSV.003 Core i5-7300HQ/Free Dos (15.6 inch) - Black - Hàng Chính Hãng	Acer	21499000
294	Laptop Asus X507MA-BR059T Pentium N5000/Win10 (15.6	Asus	7219000
295	APPLE MACBOOK PRO 13.3' NEW 2018 512GB MR9R2 - SPACE GRAY - Hàng Nhập Khẩu	Apple	42490000
296	Laptop HP ENVY 13-AQ0025TU (Intel Core I5-8265U/ 8GB RAM DDR4/ 128GB SSD/ 13,3	HP	21490000
297	Laptop MSI GL65 9SEK-047VN Core i7 9750H, 16GB, 512GB, 15.6	MSI	37290000
298	Laptop Dell Inspiron 3558 (N3558D) Đen - Hàng Chính Hãng	Dell	11000000
299	Laptop Acer Predator Helios PH315-52-7688/Core i7-9750H/16Gb/256 Gb/6GD6_RTX2060/NH.Q54SV.002 - Hàng chính hãng	Acer	43500000
300	Laptop HP Spectre X360 13-ap0087TU 5PN12PA Core i7-8565U/ Win10 (13.3	HP	40000000
301	Asus F570ZD FY414T | AMD R5-2500U/ 4GB / 1TB HDD/ VGA GTX1050 4GB/ Win10 (15.6 FHD) - Hàng Chính Hãng	Asus	14939000
302	Laptop Dell Vostro 3568 VTI3072NF - Hàng chính hãng	Dell	9800000
303	Laptop Lenovo Ideapad 320-15IKB 81BG00LEVN Core I5-8250U/ SSD 256GB/ Win10 (15 inch) - Black - Hàng Chính Hãng	 Lenovo	11500000
304	Macbook Pro Retina MR942 New 2018 - Hàng Chính Hãng	Apple	62900000
305	Microsoft Surface Pro 2018 Core i5/ 8GB/ 128GB (LJK-00001) - With Type Cover - Hàng Nhập Khẩu	Microsoft	25396000
306	Laptop Asus Vivobook S531FL-BQ190T I5-8265U/8GD4/512G PCLe/VGA-2G/Bạc/15.6	Asus	18989000
307	Laptop Dell Inspiron 5490 : i7-10510U | 8GB RAM | 256GB SSD PCIe | GeForce MX230 2GB + UHD Graphics 630 | 14.0 FHD | Win10 - Hàng nhập khẩu	Dell	20690000
308	Apple Macbook Pro Touch Bar 2019 - 13 inchs (i5/ 8GB/ 128GB) - SILVER - Hàng Chính Hãng	Apple	31889000
309	Laptop Dell G7 Inspiron 7588 NCR6R1 Core i5-8300H/Free Dos (15.6 inch) (Black) - Hàng Chính Hãng	Dell	23409000
310	Laptop ACER Aspire E5-576G-88EP NX.H2ESV.001 (Đen) - Hàng chính hãng	Acer	14199000
311	Laptop Asus X407UA - BV485T. Intel Core  I5 8250U  (14inch) - Hàng Chính Hãng 	Asus	12390000
312	Laptop Acer Swift 3 SF315-51-54H0 (NX.GSKSV.004) (15.6	Acer	14850000
313	Laptop Gaming Asus TUF FX505GE-BQ037T Core i7-8750H/Win10 (15.6″ FHD) - Hàng Chính Hãng	Asus	24350000
314	Laptop Asus Vivobook X507UA-EJ499T Core i3-8130U/Win10 (15.6 inch) (Grey) - Hàng Chính Hãng	Asus	10890000
315	Laptop Asus Vivobook Flip 14 TP412UA-EC173T Core i3-7020U/Win10 (14.0	Asus	13890000
316	Laptop Dell G3 Inspiron 3579 (70165058): Core i7-8750H / GTX 1050Ti 4GB / Windows 10 + Office 365 (15.6	Dell	22950000
317	Laptop HP Probook 450 G5 2ZD41PA i5-8250U/FreeDOS 15.6 inch - Hàng Chính Hãng	HP	14980000
318	Laptop Asus Zenbook UX331UAL-EG044TS Core i7-8550U/ Win10 (13.3 inch FHD) - Hàng Chính Hãng	Asus	20539000
319	Laptop MSI GF63 Thin 9RC-273VN Core i5-9300H/ GTX 1050 4GB/ Win10 (15.6 FHD IPS) - Hàng Chính Hãng	MSI	19259000
320	Laptop Asus X441UA-WX027T Core i3-6100U/Win 10 (14 inch) - Đen - Hàng Chính Hãng	Asus	8999000
321	Laptop Asus Vivobook S15 S530UN-BQ026T Core i5-8250U/Win10 (15.6 inch) (Gold) - Hàng Chính Hãng	Asus	16329000
322	 Laptop Asus Vivobook X407UB-BV160T Core i7-8550U/Win10 (14 inch) - Hàng Chính Hãng	Asus	15089000
323	Laptop Lenovo ThinkPad L380 20M5S01E00 Core i7-8550U/ Dos (13.3 FHD IPS) - Hàng Chính Hãng	Lenovo	22700000
324	Laptop HP ProBook 440 G6 5YM60PA Core i5-8265U/ Dos (14	HP	15750000
325	Laptop HP Probook 440 G6 (Intel Core I3-8145U/ 4GB RAM DDR4/ 500GB HDD/ 14	HP	12029000
326	Laptop Asus Vivobook S13 S330FA-EY005T Core i5-8265U/ Win10 (13.3 FHD) - Hàng Chính Hãng	Asus	17200000
327	Laptop Asus Vivobook S14 S430FA-EB100T Core i5-8265U/ Win10 (14 FHD) - Hàng Chính Hãng	Asus	16329000
328	Laptop HP Pavilion 14-ce2039TU 6YZ15PA Core i5-8265U/ Win10 (14 FHD IPS) - Hàng Chính Hãng	HP	14060000
329	Laptop HP ProBook 450 G6 6FG93PA - Hàng chính hãng	HP	18199000
330	Laptop Asus Vivobook S15 S530FN-BQ141T Core i7-8565U/ Win10/ MX150 2GB (15.6 FHD IPS) - Hàng Chính Hãng	Asus	21600000
331	Laptop Lenovo ThinkPad L390 20NRS00100 Core i5-8265U/ Dos (13.3 FHD IPS) - Hàng Chính Hãng	Lenovo	18629000
332	Laptop Asus Vivobook A512FA-EJ202T Core i5-8265U/ Win10 (15.6 FHD) - Hàng Chính Hãng	Asus	14889000
333	Laptop Dell Inspiron 7591 N5I5591W Core i5-9300H/ GTX 1050 3GB/ Win10 (15.6 FHD) - Hàng Chính Hãng	Dell	24359000
334	Dell Gaming G3 N3579 (G5I54114) Core i5 _8300H _4GB _1TB _GeForce GTX1050 with 4GB _Full HD IPS / Hàng Chính Hãng	Dell	18550000
335	Laptop MSI PS42 8RB-234VN Core i5-8250U/Win10 (14 inch) (Silver) - Hàng Chính Hãng	MSI	23200000
336	Laptop Dell Vostro 5481 V4I5227W Core i5-8265U/ Win10 + Office365 (14.0	Dell	17000000
337	Laptop HP Probook 440 G5 2ZD37PA Core i5-8250U/FreeDOS 14 inch - Hàng Chính Hãng	HP	15100000
338	Laptop Acer Predator Helios 300 PH315-51-759Y NH.Q3FSV.004 Core i7-8750H/Dos (15.6	Acer	32739000
339	Laptop Asus Vivobook S15 S530FA-BQ070T Core i5-8265U/ Win10 (15.6 FHD IPS) - Hàng Chính Hãng	Asus	17990000
340	Laptop HP Probook 450 G5 2ZD47PA Core i5-8250U/Free Dos (15.6 inch) - Bạc - Hàng Chính Hãng	HP	16690000
341	Laptop HP Pavilion x360 14-cd0084TU 4MF18PA Core i5-8250U/Win10 (14	HP	15300000
342	Laptop Asus Vivobook 14 A412FA-EK153T Core i5-8265U/ Win10 (14 FHD) - Hàng Chính Hãng	Asus	14515000
343	MSI GF63 9RCX-646VN : I5-9300H | 8GB RAM | 512GB SSD PCIe | GTX 1050Ti 4GB + UHD Graphics 630 | 15.6 FHD IPS | Win10 | Black - hàng chính hãng	MSI	19789000
344	Laptop Asus ROG Strix G G731GT-AU004T Core i7-9750H/ GTX 1650 4GB/ Win10 (17.3 FHD IPS) - Hàng Chính Hãng	Asus	27739000
345	Laptop HP Pavilion x360 11-ad104TU 4MF13PA Core i3-8130U/Win10 (11.6	HP	12589000
346	Laptop Asus Vivobook X509FJ-EJ053T Core i5-8265U/ MX230 2GB/ Win10 (15.6 FHD) - Hàng Chính Hãng	Asus	13890000
347	Laptop Asus Vivobook S15 S530FN-BQ128T Core i5-8265U/Win10 (15.6	Asus	16679000
348	Laptop ASUS S430FA-EB071T core i3 (Xanh lục bảo) - Hàng chính hãng	Asus	12900000
349	Laptop Lenovo ThinkPad L580 20LWS00C00 Core i5-8250U/ Dos (15.6 FHD) - Hàng Chính Hãng	Lenovo	16210000
350	Laptop Asus Vivobook S15 S530FN-BQ134T Core i5-8265U/ Win10 (15.6	Asus	18500000
351	Laptop Acer Swift 3 SF315-52-52Z7 NX.GZBSV.004 Core i5-8250U/ Win10 (15.6 inch FHD IPS) - Hàng Chính Hãng	Acer	14529000
352	Laptop Dell Inspiron 13 5370 F5YX01 Core i5-8250U/Win10 (13.3 inch) - Hàng Chính Hãng (Silver)	Dell	19390000
353	Laptop Acer Swift 3 SF314-56-38UE NX.H4CSV.005 Core i3-8145U/ Win10 (14 FHD IPS) - Hàng Chính Hãng	Acer	13390000
354	Laptop Acer Swift 3 SF315-52G-58TE NX.GZCSV.001 Core i5-8250U/ Win10 (15.6 inch FHD IPS) - Hàng Chính Hãng	Acer	19059000
355	Laptop Dell Inspiron 5570 M5i5238W Core i5-8250U/Win 10 15.6 inch (Silver) - Hàng Chính Hãng	Dell	17890000
356	Laptop Asus Zenbook 13 UX333FA-A4046T Core i5-8265U/ Win10/ Numpad (13.3	Asus	20740000
357	Laptop Dell Vostro 5471 VTI5207W Core i5-8250U/Win 10 14 inch (Silver) - Hàng Chính Hãng	Dell	16190000
358	Laptop MSI GF63 8RD-242VN Core i5-8300H/Win10 (15.6	MSI	19959000
359	Laptop HP 15-da1031TX (Core i5-8265U/4GB RAM DDR4/1TB HDD/15.6'' HD/WIN10 HOME/Natural silver cover and base, ash silver keyboard frame/5NK55PA) - Hàng Chính Hãng	HP	14190000
360	Laptop Asus E402NA-GA025T E402N/Win10 14 inch - Hàng Chính Hãng	Asus	6340000
361	Laptop Acer Swift SF314-52-55UF NX.GQGSV.002 Core i5-8250U/Win 10 (14 inch) - Sliver - Hàng Chính Hãng	Acer	16999000
362	Laptop Dell Vostro 3468-70088614 Core i5-7200U / Free DOS (14inch) - Hàng Chính Hãng	Dell	11439000
363	Laptop Asus Vivobook X507UA-EJ500T Core i5-8250U/Win10 (15.6 inch FHD) - Hàng Chính Hãng	Asus	12229000
364	Laptop HP Probook 450 G5 2XR60PA Core i5-8250U/Dos (15.6 inch) - Bạc - Hàng Chính Hãng	HP	15690000
365	Laptop Asus Zenbook 13 UX333FA-A4017T Core i5-8265U/ Win10 (13.3 FHD IPS) - Hàng Chính Hãng	Asus	20719000
366	Laptop Lenovo ThinkPad E490s 20NGS01N00 Core i7-8565U/ Dos (14 FHD) - Hàng Chính Hãng 	 Lenovo	20269000
367	Laptop Asus Vivobook X507UA-EJ403T Core i3-8130U/ Win10 (15.6 inch FHD) - Hàng Chính Hãng	Asus	10890000
368	Laptop Asus Vivobook A411UA-BV445T Core i5-8250U/Win10 (14.1 inch) - Gold - Hàng Chính Hãng	Asus	12049000
369	Laptop Lenovo ThinkPad X280 20KFS01B00 Core i7-8550U/Free Dos (12.5 inch) - Black - Hàng Chính Hãng	Lenovo	33500000
370	Laptop Lenovo Ideapad S540 14IWL 81ND0053VN Core i3-8145U/ Win10 (14 FHD IPS) - Hàng Chính Hãng	 Lenovo	14229000
371	Laptop HP 14-bs712TU 3PH02PA Pentium N3710/Win10 (14 inch) - Đen - Hàng Chính Hãng	HP	7390000
372	Laptop Asus Vivobook S15 S530UN-BQ263T Core i5-8250U/Win10 (15.6	Asus	15979000
373	Laptop Asus Vivobook S14 S430FA-EB321T Core i5-8265U/ Win10 (14 FHD) - Hàng Chính Hãng	Asus	16329000
374	Laptop HP Pavilion X360 14-cd1018TU 5HV88PA Core i3-8145U/ Win10 (14	HP	13850000
375	Asus X507MA BR318T Intel N4000 _4GB _256GB SSD _VGA INTEL _Win 10 / Hàng Chính Hãng	Asus	6800000
376	Laptop HP 15-da0051TU 4ME64PA Core i3-7020U/Win10 (15.6	HP	9129000
377	Laptop Asus Zenbook 13 UX333FA-A4118T Core i5-8265U/ Win10/ Numpad (13.3 FHD IPS) - Hàng Chính Hãng	Asus	20979000
378	Laptop Acer Swift 3 SF315-52-50T9 NX.GZBSV.002 Core Core i5-8250U/ Win10 (15.6 inch FHD IPS) - Hàng Chính Hãng	Acer	17649000
379	Laptop Asus Vivobook Flip 14 TP412FA-EC123T Core i5-8265U/ Win10 (14 FHD IPS Touch) - Hàng Chính Hãng	Asus	15819000
380	Laptop HP Pavilion 15-cs0014TU 4MF01PA Core i3-8130U/Win10 (15.6 inch) (Grey) - Hàng Chính Hãng	HP	12200000
381	Laptop Asus Vivobook A510UA-EJ1217T Core i3-8130U/ Win10 (15.6	Asus	10950000
382	Laptop Asus Vivobook X407UA-BV309T Core i3-7020U/Win10 (14 inch) (Gold) - Hàng Chính Hãng	Asus	9089000
383	Laptop Lenovo ThinkPad X280 20KFS01900 Core i5-8250U/Free Dos (12.5 inch) - Hàng Chính Hãng (Black)	Lenovo	27490000
384	Laptop HP Pavilion 15-cs1045TX 5JL29PA Core i5-8265U/Win10 (15.6	HP	14690000
385	Laptop Asus Zenbook 13 UX333FA-A4011T Core i5-8265U/Win10/ Numpad (13.3	Asus	20890000
386	Laptop Asus Vivobook A512FA-EJ571T Core i3-8145U/ Win10 (15.6 FHD) - Hàng Chính Hãng	Asus	11759000
387	Laptop Asus Vivobook X507MA-BR069T Celeron-N4000/Win 10 (15.6 inch) - Gold - Hàng Chính Hãng	Asus	6289000
388	Laptop Lenovo ThinkPad T480s 14inch (i7-8550U 8G 256GSSD MX150 2G)	ThinkPad	49559000
389	Máy Tính Bảng Honor LTE Phiên Bản 8 Cao Cấp	Honor	4605000
390	Máy Tính Bảng Huawei MediaPad M5 4GB 32GB WiFi - Vàng Ánh Kim	Huawei	8597000
391	Laptop HP Probook 440 G5 2ZD34PA Core i3-7100U/Free Dos (14 inch) - Silver - Hàng Chính Hãng	HP	12400000
392	Laptop Asus ROG Zephyrus S GX502GV-ES018T Core i7-9750H/ RTX 2060 6GB/ Win10 (15.6 FHD IPS 144Hz) - Hàng Chính Hãng	Asus	51000000
393	Laptop Dell Inspiron 5480 X6C892 Core i5-8265U/ Win10 + Office365 (14.0 inch FHD) - Hàng Chính Hãng	Dell	21990000
394	Laptop Asus ROG Zephyrus S GX701GXR-EV026T Core i7-9750H/RTX 2080 8GB/Win10 (17.3 FHD IPS 144Hz) - Hàng Chính Hãng	Asus	84990000
395	Laptop Lenovo ThinkPad E490 20N8S0CK00 Core i5-8265U/ Win10 (14 HD) - Hàng Chính Hãng	 Lenovo	16650000
396	Laptop Asus Vivobook X505BA-BR312T 15	Asus	8200000
397	Laptop Asus A411UA BV445T Intel Core i5 _8250U _4GB _1TB _VGA INTEL _Win 10 _Finger _418D - Hàng chính hãng	Asus	12500000
398	Laptop Asus Vivobook X409FA-EK101T Core i5-8265U/ Win10 (14 FHD) - Hàng Chính Hãng	Asus	14890000
399	Laptop ASUS S531FA-BQ105T Core i5-8265U, 8GB , 512GB, 15.6 inch,  Win10 - Hàng chính hãng	Asus	17590000
400	Laptop Acer Aspire 3 A315-54-57PJ/ Core i5-8265U(1.60 GHz/6MB)/ 4GBRAM/256GBSSD/ Intel UHD Graphics/ 15.6FHD/ Webcam/ Wlan ac+BT/ 3cell/ Win 10 Home/ Đen (Shale Black)/ 1Y WTY_NX.HEFSV.004 - Hàng Chính Hãng	Acer	12999000
401	Laptop DELL Inspiron 13 5379 (JYN0N1) Core i5-8250U / Windows 10 + Office (13.3	Dell	20850000
402	Laptop Alienware 15 R3 I7-7700HQ 16GB 128SS+1TB 8GB 15.6FHD W10 - Gray - Hàng Nhập Khẩu 	Dell	33990000
403	 Laptop HP 14-ck0135TU (6KD74PA) (Intel Pentium Gold-4417U, 14 inches/ Window 10/ Bạc )- Hàng Chính Hãng	HP	7300000
